time,streamflow (m3 s-1),reference_time
2023-08-09 13:00:00+00:00,10.229999771341681,2023-08-09 12:00:00
2023-08-09 14:00:00+00:00,9.819999780505896,2023-08-09 12:00:00
2023-08-09 15:00:00+00:00,9.549999786540866,2023-08-09 12:00:00
2023-08-09 16:00:00+00:00,9.379999790340662,2023-08-09 12:00:00
2023-08-09 17:00:00+00:00,9.329999791458249,2023-08-09 12:00:00
2023-08-09 18:00:00+00:00,9.349999791011214,2023-08-09 12:00:00
2023-08-09 19:00:00+00:00,9.349999791011214,2023-08-09 12:00:00
2023-08-09 20:00:00+00:00,9.349999791011214,2023-08-09 12:00:00
2023-08-09 21:00:00+00:00,9.299999792128801,2023-08-09 12:00:00
2023-08-09 22:00:00+00:00,9.249999793246388,2023-08-09 12:00:00
2023-08-09 23:00:00+00:00,9.289999792352319,2023-08-09 12:00:00
2023-08-10 00:00:00+00:00,9.359999790787697,2023-08-09 12:00:00
2023-08-10 01:00:00+00:00,9.339999791234732,2023-08-09 12:00:00
2023-08-10 02:00:00+00:00,9.279999792575836,2023-08-09 12:00:00
2023-08-10 03:00:00+00:00,9.249999793246388,2023-08-09 12:00:00
2023-08-10 04:00:00+00:00,9.259999793022871,2023-08-09 12:00:00
2023-08-10 05:00:00+00:00,9.199999794363976,2023-08-09 12:00:00
2023-08-10 06:00:00+00:00,9.13999979570508,2023-08-09 12:00:00
2023-08-10 07:00:00+00:00,9.129999795928597,2023-08-09 12:00:00
2023-08-10 08:00:00+00:00,9.169999795034528,2023-08-09 12:00:00
2023-08-10 09:00:00+00:00,9.279999792575836,2023-08-09 12:00:00
2023-08-10 10:00:00+00:00,9.299999792128801,2023-08-09 12:00:00
2023-08-10 11:00:00+00:00,9.17999979481101,2023-08-09 12:00:00
2023-08-10 12:00:00+00:00,9.05999979749322,2023-08-09 12:00:00
2023-08-10 13:00:00+00:00,8.939999800175428,2023-08-09 12:00:00
2023-08-10 14:00:00+00:00,8.459999810904264,2023-08-09 12:00:00
2023-08-10 15:00:00+00:00,7.709999827668071,2023-08-09 12:00:00
2023-08-10 16:00:00+00:00,7.0699998419731855,2023-08-09 12:00:00
2023-08-10 17:00:00+00:00,6.689999850466847,2023-08-09 12:00:00
2023-08-10 18:00:00+00:00,6.4299998562783,2023-08-09 12:00:00
2023-08-10 19:00:00+00:00,6.219999860972166,2023-08-09 12:00:00
2023-08-10 20:00:00+00:00,5.999999865889549,2023-08-09 12:00:00
2023-08-10 21:00:00+00:00,5.76999987103045,2023-08-09 12:00:00
2023-08-10 22:00:00+00:00,5.599999874830246,2023-08-09 12:00:00
2023-08-10 23:00:00+00:00,5.589999875053763,2023-08-09 12:00:00
2023-08-11 00:00:00+00:00,5.76999987103045,2023-08-09 12:00:00
2023-08-11 01:00:00+00:00,6.059999864548445,2023-08-09 12:00:00
2023-08-11 02:00:00+00:00,6.379999857395887,2023-08-09 12:00:00
2023-08-11 03:00:00+00:00,6.479999855160713,2023-08-09 12:00:00
2023-08-11 04:00:00+00:00,6.489999854937196,2023-08-09 12:00:00
2023-08-11 05:00:00+00:00,6.529999854043126,2023-08-09 12:00:00
2023-08-11 06:00:00+00:00,6.599999852478504,2023-08-09 12:00:00
2023-08-11 07:00:00+00:00,6.769999848678708,2023-08-09 12:00:00
2023-08-11 08:00:00+00:00,6.919999845325947,2023-08-09 12:00:00
2023-08-11 09:00:00+00:00,7.039999842643738,2023-08-09 12:00:00
2023-08-11 10:00:00+00:00,7.079999841749668,2023-08-09 12:00:00
2023-08-11 11:00:00+00:00,6.979999843984842,2023-08-09 12:00:00
2023-08-11 12:00:00+00:00,6.769999848678708,2023-08-09 12:00:00
2023-08-11 13:00:00+00:00,6.599999852478504,2023-08-09 12:00:00
2023-08-11 14:00:00+00:00,6.499999854713678,2023-08-09 12:00:00
2023-08-11 15:00:00+00:00,6.439999856054783,2023-08-09 12:00:00
2023-08-11 16:00:00+00:00,6.339999858289957,2023-08-09 12:00:00
2023-08-11 17:00:00+00:00,5.909999867901206,2023-08-09 12:00:00
2023-08-11 18:00:00+00:00,5.1099998857825994,2023-08-09 12:00:00
2023-08-11 19:00:00+00:00,4.619999896734953,2023-08-09 12:00:00
2023-08-11 20:00:00+00:00,4.339999902993441,2023-08-09 12:00:00
2023-08-11 21:00:00+00:00,4.159999907016754,2023-08-09 12:00:00
2023-08-11 22:00:00+00:00,4.019999910145998,2023-08-09 12:00:00
2023-08-11 23:00:00+00:00,4.009999910369515,2023-08-09 12:00:00
2023-08-12 00:00:00+00:00,4.099999908357859,2023-08-09 12:00:00
2023-08-12 01:00:00+00:00,4.149999907240272,2023-08-09 12:00:00
2023-08-12 02:00:00+00:00,4.25999990478158,2023-08-09 12:00:00
2023-08-12 03:00:00+00:00,4.429999900981784,2023-08-09 12:00:00
2023-08-12 04:00:00+00:00,4.489999899640679,2023-08-09 12:00:00
2023-08-12 05:00:00+00:00,4.589999897405505,2023-08-09 12:00:00
2023-08-12 06:00:00+00:00,4.599999897181988,2023-08-09 12:00:00
2023-08-12 07:00:00+00:00,4.589999897405505,2023-08-09 12:00:00
2023-08-12 08:00:00+00:00,4.679999895393848,2023-08-09 12:00:00
2023-08-12 09:00:00+00:00,4.7499998938292265,2023-08-09 12:00:00
2023-08-12 10:00:00+00:00,4.789999892935157,2023-08-09 12:00:00
2023-08-12 11:00:00+00:00,4.739999894052744,2023-08-09 12:00:00
2023-08-12 12:00:00+00:00,4.769999893382192,2023-08-09 12:00:00
2023-08-12 13:00:00+00:00,4.579999897629023,2023-08-09 12:00:00
2023-08-12 14:00:00+00:00,4.119999907910824,2023-08-09 12:00:00
2023-08-12 15:00:00+00:00,3.6499999184161425,2023-08-09 12:00:00
2023-08-12 16:00:00+00:00,3.249999927356839,2023-08-09 12:00:00
2023-08-12 17:00:00+00:00,3.0999999307096004,2023-08-09 12:00:00
2023-08-12 18:00:00+00:00,2.969999933615327,2023-08-09 12:00:00
2023-08-12 19:00:00+00:00,2.9099999349564314,2023-08-09 12:00:00
