time,streamflow (m3 s-1),reference_time
2023-10-20 13:00:00+00:00,1.6699999626725912,2023-10-20 12:00:00
2023-10-20 14:00:00+00:00,1.7499999608844519,2023-10-20 12:00:00
2023-10-20 15:00:00+00:00,1.8299999590963125,2023-10-20 12:00:00
2023-10-20 16:00:00+00:00,1.9499999564141035,2023-10-20 12:00:00
2023-10-20 17:00:00+00:00,2.079999953508377,2023-10-20 12:00:00
2023-10-20 18:00:00+00:00,2.0999999530613422,2023-10-20 12:00:00
2023-10-20 19:00:00+00:00,2.1399999521672726,2023-10-20 12:00:00
2023-10-20 20:00:00+00:00,2.1599999517202377,2023-10-20 12:00:00
2023-10-20 21:00:00+00:00,2.2099999506026506,2023-10-20 12:00:00
2023-10-20 22:00:00+00:00,2.249999949708581,2023-10-20 12:00:00
2023-10-20 23:00:00+00:00,2.229999950155616,2023-10-20 12:00:00
2023-10-21 00:00:00+00:00,2.4299999456852674,2023-10-20 12:00:00
2023-10-21 01:00:00+00:00,2.4999999441206455,2023-10-20 12:00:00
2023-10-21 02:00:00+00:00,2.6499999407678843,2023-10-20 12:00:00
2023-10-21 03:00:00+00:00,2.869999935850501,2023-10-20 12:00:00
2023-10-21 04:00:00+00:00,2.9299999345093966,2023-10-20 12:00:00
2023-10-21 05:00:00+00:00,2.989999933168292,2023-10-20 12:00:00
2023-10-21 06:00:00+00:00,3.05999993160367,2023-10-20 12:00:00
2023-10-21 07:00:00+00:00,3.2699999269098043,2023-10-20 12:00:00
2023-10-21 08:00:00+00:00,3.3399999253451824,2023-10-20 12:00:00
2023-10-21 09:00:00+00:00,3.229999927803874,2023-10-20 12:00:00
2023-10-21 10:00:00+00:00,3.05999993160367,2023-10-20 12:00:00
2023-10-21 11:00:00+00:00,3.0799999311566353,2023-10-20 12:00:00
2023-10-21 12:00:00+00:00,2.9999999329447746,2023-10-20 12:00:00
2023-10-21 13:00:00+00:00,2.8899999354034662,2023-10-20 12:00:00
2023-10-21 14:00:00+00:00,2.8099999371916056,2023-10-20 12:00:00
2023-10-21 15:00:00+00:00,2.74999993853271,2023-10-20 12:00:00
2023-10-21 16:00:00+00:00,2.729999938979745,2023-10-20 12:00:00
2023-10-21 17:00:00+00:00,2.7699999380856752,2023-10-20 12:00:00
