time,streamflow (m3 s-1),reference_time
2023-04-22 13:00:00+00:00,4.229999905452132,2023-04-22 12:00:00
2023-04-22 14:00:00+00:00,4.1999999061226845,2023-04-22 12:00:00
2023-04-22 15:00:00+00:00,4.129999907687306,2023-04-22 12:00:00
2023-04-22 16:00:00+00:00,3.9299999121576548,2023-04-22 12:00:00
2023-04-22 17:00:00+00:00,3.709999917075038,2023-04-22 12:00:00
2023-04-22 18:00:00+00:00,3.539999920874834,2023-04-22 12:00:00
2023-04-22 19:00:00+00:00,3.3899999242275953,2023-04-22 12:00:00
2023-04-22 20:00:00+00:00,3.2699999269098043,2023-04-22 12:00:00
2023-04-22 21:00:00+00:00,3.179999928921461,2023-04-22 12:00:00
2023-04-22 22:00:00+00:00,3.1199999302625656,2023-04-22 12:00:00
2023-04-22 23:00:00+00:00,3.089999930933118,2023-04-22 12:00:00
2023-04-23 00:00:00+00:00,3.0999999307096004,2023-04-22 12:00:00
2023-04-23 01:00:00+00:00,3.229999927803874,2023-04-22 12:00:00
2023-04-23 02:00:00+00:00,3.449999922886491,2023-04-22 12:00:00
2023-04-23 03:00:00+00:00,3.6999999172985554,2023-04-22 12:00:00
2023-04-23 04:00:00+00:00,3.8399999141693115,2023-04-22 12:00:00
2023-04-23 05:00:00+00:00,3.9799999110400677,2023-04-22 12:00:00
2023-04-23 06:00:00+00:00,4.109999908134341,2023-04-22 12:00:00
2023-04-23 07:00:00+00:00,4.169999906793237,2023-04-22 12:00:00
2023-04-23 08:00:00+00:00,4.159999907016754,2023-04-22 12:00:00
2023-04-23 09:00:00+00:00,4.1999999061226845,2023-04-22 12:00:00
2023-04-23 10:00:00+00:00,4.21999990567565,2023-04-22 12:00:00
2023-04-23 11:00:00+00:00,4.279999904334545,2023-04-22 12:00:00
2023-04-23 12:00:00+00:00,4.369999902322888,2023-04-22 12:00:00
2023-04-23 13:00:00+00:00,4.579999897629023,2023-04-22 12:00:00
2023-04-23 14:00:00+00:00,5.049999887123704,2023-04-22 12:00:00
2023-04-23 15:00:00+00:00,5.579999875277281,2023-04-22 12:00:00
2023-04-23 16:00:00+00:00,5.939999867230654,2023-04-22 12:00:00
2023-04-23 17:00:00+00:00,6.199999861419201,2023-04-22 12:00:00
2023-04-23 18:00:00+00:00,6.369999857619405,2023-04-22 12:00:00
2023-04-23 19:00:00+00:00,6.379999857395887,2023-04-22 12:00:00
2023-04-23 20:00:00+00:00,6.3299998585134745,2023-04-22 12:00:00
2023-04-23 21:00:00+00:00,6.219999860972166,2023-04-22 12:00:00
2023-04-23 22:00:00+00:00,6.369999857619405,2023-04-22 12:00:00
2023-04-23 23:00:00+00:00,6.679999850690365,2023-04-22 12:00:00
2023-04-24 00:00:00+00:00,6.679999850690365,2023-04-22 12:00:00
2023-04-24 01:00:00+00:00,6.469999855384231,2023-04-22 12:00:00
2023-04-24 02:00:00+00:00,6.34999985806644,2023-04-22 12:00:00
2023-04-24 03:00:00+00:00,6.359999857842922,2023-04-22 12:00:00
2023-04-24 04:00:00+00:00,6.4299998562783,2023-04-22 12:00:00
