time,streamflow (m3 s-1),reference_time
2024-08-07 13:00:00+00:00,3.249999927356839,2024-08-07 12:00:00
2024-08-07 14:00:00+00:00,3.01999993249774,2024-08-07 12:00:00
2024-08-07 15:00:00+00:00,2.74999993853271,2024-08-07 12:00:00
2024-08-07 16:00:00+00:00,2.4499999452382326,2024-08-07 12:00:00
2024-08-07 17:00:00+00:00,2.179999951273203,2024-08-07 12:00:00
2024-08-07 18:00:00+00:00,1.9199999570846558,2024-08-07 12:00:00
2024-08-07 19:00:00+00:00,1.7099999617785215,2024-08-07 12:00:00
2024-08-07 20:00:00+00:00,1.5599999651312828,2024-08-07 12:00:00
2024-08-07 21:00:00+00:00,1.4399999678134918,2024-08-07 12:00:00
2024-08-07 22:00:00+00:00,1.3799999691545963,2024-08-07 12:00:00
2024-08-07 23:00:00+00:00,1.3299999702721834,2024-08-07 12:00:00
2024-08-08 00:00:00+00:00,1.3199999704957008,2024-08-07 12:00:00
2024-08-08 01:00:00+00:00,1.3099999707192183,2024-08-07 12:00:00
2024-08-08 02:00:00+00:00,1.3199999704957008,2024-08-07 12:00:00
2024-08-08 03:00:00+00:00,1.3199999704957008,2024-08-07 12:00:00
2024-08-08 04:00:00+00:00,1.3299999702721834,2024-08-07 12:00:00
2024-08-08 05:00:00+00:00,1.3099999707192183,2024-08-07 12:00:00
2024-08-08 06:00:00+00:00,1.3199999704957008,2024-08-07 12:00:00
2024-08-08 07:00:00+00:00,1.2999999709427357,2024-08-07 12:00:00
2024-08-08 08:00:00+00:00,1.3099999707192183,2024-08-07 12:00:00
2024-08-08 09:00:00+00:00,1.2999999709427357,2024-08-07 12:00:00
2024-08-08 10:00:00+00:00,1.289999971166253,2024-08-07 12:00:00
2024-08-08 11:00:00+00:00,1.2799999713897705,2024-08-07 12:00:00
2024-08-08 12:00:00+00:00,1.289999971166253,2024-08-07 12:00:00
2024-08-08 13:00:00+00:00,1.269999971613288,2024-08-07 12:00:00
2024-08-08 14:00:00+00:00,1.269999971613288,2024-08-07 12:00:00
2024-08-08 15:00:00+00:00,1.289999971166253,2024-08-07 12:00:00
2024-08-08 16:00:00+00:00,1.289999971166253,2024-08-07 12:00:00
2024-08-08 17:00:00+00:00,1.2599999718368053,2024-08-07 12:00:00
2024-08-08 18:00:00+00:00,1.2299999725073576,2024-08-07 12:00:00
2024-08-08 19:00:00+00:00,1.1799999736249447,2024-08-07 12:00:00
2024-08-08 20:00:00+00:00,1.149999974295497,2024-08-07 12:00:00
2024-08-08 21:00:00+00:00,1.1299999747425318,2024-08-07 12:00:00
2024-08-08 22:00:00+00:00,1.1299999747425318,2024-08-07 12:00:00
2024-08-08 23:00:00+00:00,1.1199999749660492,2024-08-07 12:00:00
2024-08-09 00:00:00+00:00,1.1599999740719795,2024-08-07 12:00:00
2024-08-09 01:00:00+00:00,1.149999974295497,2024-08-07 12:00:00
2024-08-09 02:00:00+00:00,1.169999973848462,2024-08-07 12:00:00
2024-08-09 03:00:00+00:00,1.169999973848462,2024-08-07 12:00:00
2024-08-09 04:00:00+00:00,1.2099999729543924,2024-08-07 12:00:00
2024-08-09 05:00:00+00:00,1.2399999722838402,2024-08-07 12:00:00
2024-08-09 06:00:00+00:00,1.2799999713897705,2024-08-07 12:00:00
2024-08-09 07:00:00+00:00,1.2999999709427357,2024-08-07 12:00:00
2024-08-09 08:00:00+00:00,1.339999970048666,2024-08-07 12:00:00
2024-08-09 09:00:00+00:00,1.3499999698251486,2024-08-07 12:00:00
2024-08-09 10:00:00+00:00,1.3599999696016312,2024-08-07 12:00:00
2024-08-09 11:00:00+00:00,1.3299999702721834,2024-08-07 12:00:00
2024-08-09 12:00:00+00:00,1.3299999702721834,2024-08-07 12:00:00
2024-08-09 13:00:00+00:00,1.3499999698251486,2024-08-07 12:00:00
2024-08-09 14:00:00+00:00,1.4499999675899744,2024-08-07 12:00:00
2024-08-09 15:00:00+00:00,1.4999999664723873,2024-08-07 12:00:00
2024-08-09 16:00:00+00:00,1.5699999649077654,2024-08-07 12:00:00
2024-08-09 17:00:00+00:00,1.6299999635666609,2024-08-07 12:00:00
2024-08-09 18:00:00+00:00,1.7599999606609344,2024-08-07 12:00:00
2024-08-09 19:00:00+00:00,1.8099999595433474,2024-08-07 12:00:00
2024-08-09 20:00:00+00:00,1.81999995931983,2024-08-07 12:00:00
2024-08-09 21:00:00+00:00,1.8299999590963125,2024-08-07 12:00:00
2024-08-09 22:00:00+00:00,1.8099999595433474,2024-08-07 12:00:00
2024-08-09 23:00:00+00:00,1.889999957755208,2024-08-07 12:00:00
2024-08-10 00:00:00+00:00,2.109999952837825,2024-08-07 12:00:00
2024-08-10 01:00:00+00:00,2.679999940097332,2024-08-07 12:00:00
2024-08-10 02:00:00+00:00,3.539999920874834,2024-08-07 12:00:00
2024-08-10 03:00:00+00:00,4.9399998895823956,2024-08-07 12:00:00
2024-08-10 04:00:00+00:00,8.229999816045165,2024-08-07 12:00:00
2024-08-10 05:00:00+00:00,11.729999737814069,2024-08-07 12:00:00
2024-08-10 06:00:00+00:00,14.139999683946371,2024-08-07 12:00:00
2024-08-10 07:00:00+00:00,15.309999657794833,2024-08-07 12:00:00
2024-08-10 08:00:00+00:00,19.409999566152692,2024-08-07 12:00:00
2024-08-10 09:00:00+00:00,28.57999936118722,2024-08-07 12:00:00
2024-08-10 10:00:00+00:00,43.6899990234524,2024-08-07 12:00:00
2024-08-10 11:00:00+00:00,60.05999865755439,2024-08-07 12:00:00
2024-08-10 12:00:00+00:00,70.20999843068421,2024-08-07 12:00:00
2024-08-10 13:00:00+00:00,71.25999840721488,2024-08-07 12:00:00
2024-08-10 14:00:00+00:00,65.78999852947891,2024-08-07 12:00:00
2024-08-10 15:00:00+00:00,60.899998638778925,2024-08-07 12:00:00
2024-08-10 16:00:00+00:00,56.289998741820455,2024-08-07 12:00:00
2024-08-10 17:00:00+00:00,52.85999881848693,2024-08-07 12:00:00
2024-08-10 18:00:00+00:00,49.55999889224768,2024-08-07 12:00:00
2024-08-10 19:00:00+00:00,45.18999898992479,2024-08-07 12:00:00
2024-08-10 20:00:00+00:00,42.539999049156904,2024-08-07 12:00:00
2024-08-10 21:00:00+00:00,40.57999909296632,2024-08-07 12:00:00
2024-08-10 22:00:00+00:00,40.27999909967184,2024-08-07 12:00:00
2024-08-10 23:00:00+00:00,38.32999914325774,2024-08-07 12:00:00
2024-08-11 00:00:00+00:00,36.3399991877377,2024-08-07 12:00:00
2024-08-11 01:00:00+00:00,36.63999918103218,2024-08-07 12:00:00
