time,streamflow (m3 s-1),reference_time
2024-06-23 13:00:00+00:00,3.729999916628003,2024-06-23 12:00:00
2024-06-23 14:00:00+00:00,3.519999921321869,2024-06-23 12:00:00
2024-06-23 15:00:00+00:00,3.5999999195337296,2024-06-23 12:00:00
2024-06-23 16:00:00+00:00,3.6499999184161425,2024-06-23 12:00:00
2024-06-23 17:00:00+00:00,3.589999919757247,2024-06-23 12:00:00
2024-06-23 18:00:00+00:00,3.4799999222159386,2024-06-23 12:00:00
2024-06-23 19:00:00+00:00,3.489999921992421,2024-06-23 12:00:00
2024-06-23 20:00:00+00:00,3.999999910593033,2024-06-23 12:00:00
2024-06-23 21:00:00+00:00,5.379999879747629,2024-06-23 12:00:00
2024-06-23 22:00:00+00:00,7.699999827891588,2024-06-23 12:00:00
2024-06-23 23:00:00+00:00,11.159999750554562,2024-06-23 12:00:00
2024-06-24 00:00:00+00:00,13.149999706074595,2024-06-23 12:00:00
2024-06-24 01:00:00+00:00,11.909999733790755,2024-06-23 12:00:00
2024-06-24 02:00:00+00:00,10.049999775364995,2024-06-23 12:00:00
2024-06-24 03:00:00+00:00,9.029999798163772,2024-06-23 12:00:00
2024-06-24 04:00:00+00:00,9.21999979391694,2024-06-23 12:00:00
2024-06-24 05:00:00+00:00,9.619999784976244,2024-06-23 12:00:00
2024-06-24 06:00:00+00:00,10.059999775141478,2024-06-23 12:00:00
2024-06-24 07:00:00+00:00,10.159999772906303,2024-06-23 12:00:00
2024-06-24 08:00:00+00:00,9.94999977760017,2024-06-23 12:00:00
2024-06-24 09:00:00+00:00,9.359999790787697,2024-06-23 12:00:00
2024-06-24 10:00:00+00:00,8.459999810904264,2024-06-23 12:00:00
2024-06-24 11:00:00+00:00,7.919999822974205,2024-06-23 12:00:00
2024-06-24 12:00:00+00:00,7.829999824985862,2024-06-23 12:00:00
2024-06-24 13:00:00+00:00,7.889999823644757,2024-06-23 12:00:00
2024-06-24 14:00:00+00:00,8.119999818503857,2024-06-23 12:00:00
2024-06-24 15:00:00+00:00,8.279999814927578,2024-06-23 12:00:00
2024-06-24 16:00:00+00:00,8.399999812245369,2024-06-23 12:00:00
2024-06-24 17:00:00+00:00,8.879999801516533,2024-06-23 12:00:00
