time,nwm_predicted,reference_time,usgs_observed
2023-04-10 13:00:00+00:00,5.379999879747629,2023-04-10 12:00:00,7.673865426432001
2023-04-10 14:00:00+00:00,5.259999882429838,2023-04-10 12:00:00,
2023-04-10 15:00:00+00:00,4.9899998884648085,2023-04-10 12:00:00,7.419013807104001
2023-04-10 16:00:00+00:00,4.649999896064401,2023-04-10 12:00:00,
2023-04-10 17:00:00+00:00,4.399999901652336,2023-04-10 12:00:00,7.334063267328001
2023-04-10 18:00:00+00:00,4.229999905452132,2023-04-10 12:00:00,
2023-04-10 19:00:00+00:00,4.159999907016754,2023-04-10 12:00:00,7.447330653696001
2023-04-10 20:00:00+00:00,4.129999907687306,2023-04-10 12:00:00,
2023-04-10 21:00:00+00:00,4.139999907463789,2023-04-10 12:00:00,8.183568665088002
2023-04-10 22:00:00+00:00,4.289999904111028,2023-04-10 12:00:00,
2023-04-10 23:00:00+00:00,4.599999897181988,2023-04-10 12:00:00,10.90198593792
2023-04-11 00:00:00+00:00,4.949999889358878,2023-04-10 12:00:00,
2023-04-11 01:00:00+00:00,5.159999884665012,2023-04-10 12:00:00,13.02574943232
2023-04-11 02:00:00+00:00,5.249999882653356,2023-04-10 12:00:00,
2023-04-11 03:00:00+00:00,5.339999880641699,2023-04-10 12:00:00,13.422185284608002
2023-04-11 04:00:00+00:00,5.449999878183007,2023-04-10 12:00:00,
2023-04-11 05:00:00+00:00,5.549999875947833,2023-04-10 12:00:00,13.563769517568002
2023-04-11 06:00:00+00:00,5.629999874159694,2023-04-10 12:00:00,
2023-04-11 07:00:00+00:00,5.669999873265624,2023-04-10 12:00:00,12.969115739136004
2023-04-11 08:00:00+00:00,5.669999873265624,2023-04-10 12:00:00,
2023-04-11 09:00:00+00:00,5.619999874383211,2023-04-10 12:00:00,12.714264119808002
2023-04-11 10:00:00+00:00,5.6099998746067286,2023-04-10 12:00:00,
2023-04-11 11:00:00+00:00,5.619999874383211,2023-04-10 12:00:00,12.487729347072
2023-04-11 12:00:00+00:00,5.619999874383211,2023-04-10 12:00:00,
2023-04-11 13:00:00+00:00,5.619999874383211,2023-04-10 12:00:00,12.204560881152002
2023-04-11 14:00:00+00:00,5.649999873712659,2023-04-10 12:00:00,
2023-04-11 15:00:00+00:00,5.669999873265624,2023-04-10 12:00:00,12.006342955008002
2023-04-11 16:00:00+00:00,5.6099998746067286,2023-04-10 12:00:00,
2023-04-11 17:00:00+00:00,5.559999875724316,2023-04-10 12:00:00,12.487729347072
2023-04-11 18:00:00+00:00,5.579999875277281,2023-04-10 12:00:00,
2023-04-11 19:00:00+00:00,5.689999872818589,2023-04-10 12:00:00,14.498225455104002
2023-04-11 20:00:00+00:00,5.819999869912863,2023-04-10 12:00:00,
2023-04-11 21:00:00+00:00,6.139999862760305,2023-04-10 12:00:00,18.405950284800003
2023-04-11 22:00:00+00:00,6.499999854713678,2023-04-10 12:00:00,
2023-04-11 23:00:00+00:00,6.769999848678708,2023-04-10 12:00:00,22.710110966784004
2023-04-12 00:00:00+00:00,7.0699998419731855,2023-04-10 12:00:00,
2023-04-12 01:00:00+00:00,7.439999833703041,2023-04-10 12:00:00,25.145359773696004
2023-04-12 02:00:00+00:00,7.709999827668071,2023-04-10 12:00:00,
2023-04-12 03:00:00+00:00,7.89999982342124,2023-04-10 12:00:00,25.796647245312005
2023-04-12 04:00:00+00:00,8.049999820068479,2023-04-10 12:00:00,
2023-04-12 05:00:00+00:00,8.199999816715717,2023-04-10 12:00:00,27.042588495360004
2023-04-12 06:00:00+00:00,8.399999812245369,2023-04-10 12:00:00,
2023-04-12 07:00:00+00:00,8.59999980777502,2023-04-10 12:00:00,27.637242273792005
2023-04-12 08:00:00+00:00,8.739999804645777,2023-04-10 12:00:00,
2023-04-12 09:00:00+00:00,8.82999980263412,2023-04-10 12:00:00,26.447934716928003
2023-04-12 10:00:00+00:00,8.899999801069498,2023-04-10 12:00:00,
2023-04-12 11:00:00+00:00,8.999999798834324,2023-04-10 12:00:00,24.663973381632005
2023-04-12 12:00:00+00:00,9.09999979659915,2023-04-10 12:00:00,
2023-04-12 13:00:00+00:00,9.229999793693423,2023-04-10 12:00:00,22.313675114496004
