time,nwm_predicted,reference_time,usgs_observed
2023-08-09 13:00:00+00:00,10.22999977134168,2023-08-09 12:00:00,16.798969240704004
2023-08-09 14:00:00+00:00,9.819999780505896,2023-08-09 12:00:00,15.347730852864002
2023-08-09 15:00:00+00:00,9.549999786540866,2023-08-09 12:00:00,14.172581719296002
2023-08-09 16:00:00+00:00,9.379999790340662,2023-08-09 12:00:00,13.23812578176
2023-08-09 17:00:00+00:00,9.329999791458247,2023-08-09 12:00:00,12.544363040256002
2023-08-09 18:00:00+00:00,9.349999791011214,2023-08-09 12:00:00,11.687778430848002
2023-08-09 19:00:00+00:00,9.349999791011214,2023-08-09 12:00:00,11.008174112640004
2023-08-09 20:00:00+00:00,9.349999791011214,2023-08-09 12:00:00,10.328569794432005
2023-08-09 21:00:00+00:00,9.2999997921288,2023-08-09 12:00:00,9.726836804352
2023-08-09 22:00:00+00:00,9.249999793246388,2023-08-09 12:00:00,9.167579084160002
2023-08-09 23:00:00+00:00,9.28999979235232,2023-08-09 12:00:00,8.749905596928002
2023-08-10 00:00:00+00:00,9.359999790787697,2023-08-09 12:00:00,8.261439993216001
2023-08-10 01:00:00+00:00,9.339999791234732,2023-08-09 12:00:00,7.935796257408001
2023-08-10 02:00:00+00:00,9.279999792575836,2023-08-09 12:00:00,7.440251442048002
2023-08-10 03:00:00+00:00,9.249999793246388,2023-08-09 12:00:00,7.277429574144001
2023-08-10 04:00:00+00:00,9.259999793022873,2023-08-09 12:00:00,7.029657166464001
2023-08-10 05:00:00+00:00,9.199999794363976,2023-08-09 12:00:00,6.810201605376001
2023-08-10 06:00:00+00:00,9.13999979570508,2023-08-09 12:00:00,6.689855007360001
2023-08-10 07:00:00+00:00,9.129999795928596,2023-08-09 12:00:00,6.420844964736001
2023-08-10 08:00:00+00:00,9.169999795034528,2023-08-09 12:00:00,6.371290483200001
2023-08-10 09:00:00+00:00,9.279999792575836,2023-08-09 12:00:00,6.180151768704
2023-08-10 10:00:00+00:00,9.2999997921288,2023-08-09 12:00:00,6.137676498816001
2023-08-10 11:00:00+00:00,9.17999979481101,2023-08-09 12:00:00,6.017329900800001
2023-08-10 12:00:00+00:00,9.05999979749322,2023-08-09 12:00:00,5.960696207616001
2023-08-10 13:00:00+00:00,8.939999800175428,2023-08-09 12:00:00,5.87574566784
2023-08-10 14:00:00+00:00,8.459999810904264,2023-08-09 12:00:00,5.826191186304001
2023-08-10 15:00:00+00:00,7.709999827668071,2023-08-09 12:00:00,5.677527741696001
2023-08-10 16:00:00+00:00,7.0699998419731855,2023-08-09 12:00:00,5.507626662144001
2023-08-10 17:00:00+00:00,6.689999850466847,2023-08-09 12:00:00,5.479309815552001
2023-08-10 18:00:00+00:00,6.4299998562783,2023-08-09 12:00:00,5.217378984576
2023-08-10 19:00:00+00:00,6.219999860972166,2023-08-09 12:00:00,5.125349233152001
2023-08-10 20:00:00+00:00,5.999999865889549,2023-08-09 12:00:00,5.054557116672001
2023-08-10 21:00:00+00:00,5.76999987103045,2023-08-09 12:00:00,4.898814460416
2023-08-10 22:00:00+00:00,5.599999874830246,2023-08-09 12:00:00,4.771388650752001
2023-08-10 23:00:00+00:00,5.589999875053763,2023-08-09 12:00:00,4.615645994496001
