time,nwm_predicted,reference_time,usgs_observed
2023-07-14 13:00:00+00:00,10.519999764859676,2023-07-14 12:00:00,11.75149133568
2023-07-14 14:00:00+00:00,10.369999768212438,2023-07-14 12:00:00,11.305501001856
2023-07-14 15:00:00+00:00,9.94999977760017,2023-07-14 12:00:00,10.817035398144002
2023-07-14 16:00:00+00:00,9.36999979056418,2023-07-14 12:00:00,10.470154027392002
2023-07-14 17:00:00+00:00,8.899999801069498,2023-07-14 12:00:00,10.024163693568
2023-07-14 18:00:00+00:00,8.629999807104468,2023-07-14 12:00:00,9.514460454912
2023-07-14 19:00:00+00:00,8.369999812915921,2023-07-14 12:00:00,9.110945390976
2023-07-14 20:00:00+00:00,8.139999818056822,2023-07-14 12:00:00,8.856093771648002
2023-07-14 21:00:00+00:00,8.029999820515513,2023-07-14 12:00:00,8.679113480448002
2023-07-14 22:00:00+00:00,8.12999981828034,2023-07-14 12:00:00,8.332232109696001
2023-07-14 23:00:00+00:00,8.449999811127782,2023-07-14 12:00:00,8.233123146624001
2023-07-15 00:00:00+00:00,8.819999802857637,2023-07-14 12:00:00,7.935796257408001
2023-07-15 01:00:00+00:00,9.089999796822667,2023-07-14 12:00:00,7.737578331264001
2023-07-15 02:00:00+00:00,9.499999787658451,2023-07-14 12:00:00,7.581835675008001
2023-07-15 03:00:00+00:00,9.899999778717756,2023-07-14 12:00:00,7.879162564224002
2023-07-15 04:00:00+00:00,10.049999775364997,2023-07-14 12:00:00,8.431341072768001
2023-07-15 05:00:00+00:00,10.059999775141478,2023-07-14 12:00:00,9.004757216256001
2023-07-15 06:00:00+00:00,10.10999977402389,2023-07-14 12:00:00,9.429509915136002
2023-07-15 07:00:00+00:00,10.079999774694445,2023-07-14 12:00:00,9.564014936448
2023-07-15 08:00:00+00:00,9.999999776482582,2023-07-14 12:00:00,9.861341825664002
2023-07-15 09:00:00+00:00,9.829999780282378,2023-07-14 12:00:00,9.910896307200002
2023-07-15 10:00:00+00:00,9.63999978452921,2023-07-14 12:00:00,9.804708132480002
2023-07-15 11:00:00+00:00,9.5299997869879,2023-07-14 12:00:00,9.330400952064
2023-07-15 12:00:00+00:00,9.509999787434936,2023-07-14 12:00:00,9.139262237568
2023-07-15 13:00:00+00:00,9.60999978519976,2023-07-14 12:00:00,8.77822244352
2023-07-15 14:00:00+00:00,9.739999782294037,2023-07-14 12:00:00,8.580004517376
2023-07-15 15:00:00+00:00,9.519999787211418,2023-07-14 12:00:00,8.410103437824002
2023-07-15 16:00:00+00:00,8.679999805986881,2023-07-14 12:00:00,8.141093395200002
2023-07-15 17:00:00+00:00,7.919999822974205,2023-07-14 12:00:00,7.9853507389440015
2023-07-15 18:00:00+00:00,7.299999836832285,2023-07-14 12:00:00,7.659707003136001
2023-07-15 19:00:00+00:00,6.889999845996499,2023-07-14 12:00:00,7.532281193472001
2023-07-15 20:00:00+00:00,6.6399998515844345,2023-07-14 12:00:00,7.291587997440001
2023-07-15 21:00:00+00:00,6.379999857395887,2023-07-14 12:00:00,6.8880729335040005
2023-07-15 22:00:00+00:00,6.189999861642718,2023-07-14 12:00:00,6.788963970432
2023-07-15 23:00:00+00:00,6.069999864324927,2023-07-14 12:00:00,6.456241022976001
2023-07-16 00:00:00+00:00,6.03999986499548,2023-07-14 12:00:00,6.2792607317760005
2023-07-16 01:00:00+00:00,6.07999986410141,2023-07-14 12:00:00,6.045646747392
2023-07-16 02:00:00+00:00,6.11999986320734,2023-07-14 12:00:00,5.896983302784001
2023-07-16 03:00:00+00:00,6.239999860525131,2023-07-14 12:00:00,5.7058445882880005
2023-07-16 04:00:00+00:00,6.299999859184027,2023-07-14 12:00:00,5.635052471808001
2023-07-16 05:00:00+00:00,6.519999854266644,2023-07-14 12:00:00,5.507626662144001
2023-07-16 06:00:00+00:00,6.789999848231673,2023-07-14 12:00:00,5.465151392256001
2023-07-16 07:00:00+00:00,6.849999846890569,2023-07-14 12:00:00,5.422676122368001
2023-07-16 08:00:00+00:00,6.909999845549464,2023-07-14 12:00:00,5.450992968960001
2023-07-16 09:00:00+00:00,7.099999841302633,2023-07-14 12:00:00,5.408517699072
2023-07-16 10:00:00+00:00,7.169999839738011,2023-07-14 12:00:00,5.309408736
