time,nwm_predicted,reference_time,usgs_observed
2024-01-08 13:00:00+00:00,2.939999934285879,2024-01-08 12:00:00,3.4121800143360006
2024-01-08 14:00:00+00:00,2.8599999360740185,2024-01-08 12:00:00,3.3484671095040004
2024-01-08 15:00:00+00:00,2.7399999387562275,2024-01-08 12:00:00,3.3272294745600006
2024-01-08 16:00:00+00:00,2.6499999407678843,2024-01-08 12:00:00,3.2705957813760005
2024-01-08 17:00:00+00:00,2.489999944344163,2024-01-08 12:00:00,3.2705957813760005
2024-01-08 18:00:00+00:00,2.4099999461323023,2024-01-08 12:00:00,3.3413878978560003
2024-01-08 19:00:00+00:00,2.3099999483674765,2024-01-08 12:00:00,3.3555463211520005
2024-01-08 20:00:00+00:00,2.229999950155616,2024-01-08 12:00:00,3.3555463211520005
2024-01-08 21:00:00+00:00,2.1699999514967203,2024-01-08 12:00:00,3.3767839560960007
2024-01-08 22:00:00+00:00,2.12999995239079,2024-01-08 12:00:00,3.3555463211520005
2024-01-08 23:00:00+00:00,2.059999953955412,2024-01-08 12:00:00,3.3272294745600006
2024-01-09 00:00:00+00:00,2.079999953508377,2024-01-08 12:00:00,3.277674993024001
2024-01-09 01:00:00+00:00,2.219999950379133,2024-01-08 12:00:00,3.2989126279680003
2024-01-09 02:00:00+00:00,2.059999953955412,2024-01-08 12:00:00,3.2635165697280004
2024-01-09 03:00:00+00:00,2.0399999544024467,2024-01-08 12:00:00,3.2705957813760005
2024-01-09 04:00:00+00:00,2.08999995328486,2024-01-08 12:00:00,3.242278934784
2024-01-09 05:00:00+00:00,2.059999953955412,2024-01-08 12:00:00,3.242278934784
2024-01-09 06:00:00+00:00,2.059999953955412,2024-01-08 12:00:00,3.1998036648960007
2024-01-09 07:00:00+00:00,2.0399999544024467,2024-01-08 12:00:00,3.0865362785280004
2024-01-09 08:00:00+00:00,1.9899999555200336,2024-01-08 12:00:00,2.930793622272001
2024-01-09 09:00:00+00:00,1.919999957084656,2024-01-08 12:00:00,2.7665559120384007
2024-01-09 10:00:00+00:00,1.889999957755208,2024-01-08 12:00:00,2.7439024347648004
2024-01-09 11:00:00+00:00,1.9299999568611383,2024-01-08 12:00:00,2.7892093893120005
2024-01-09 12:00:00+00:00,1.9499999564141035,2024-01-08 12:00:00,2.8600015057920003
2024-01-09 13:00:00+00:00,1.9299999568611383,2024-01-08 12:00:00,2.9166351989760004
2024-01-09 14:00:00+00:00,1.959999956190586,2024-01-08 12:00:00,3.0794570668800003
2024-01-09 15:00:00+00:00,1.9499999564141035,2024-01-08 12:00:00,3.3201502629120005
2024-01-09 16:00:00+00:00,1.919999957084656,2024-01-08 12:00:00,3.652873210368
