time,nwm_predicted,reference_time,usgs_observed
2024-09-23 13:00:00+00:00,0.9399999789893628,2024-09-23 12:00:00,0.8785301655168001
2024-09-23 14:00:00+00:00,0.9199999794363976,2024-09-23 12:00:00,0.8912727464832002
2024-09-23 15:00:00+00:00,0.8899999801069498,2024-09-23 12:00:00,0.8849014560000001
2024-09-23 16:00:00+00:00,0.8499999810010195,2024-09-23 12:00:00,0.8912727464832002
2024-09-23 17:00:00+00:00,0.8199999816715717,2024-09-23 12:00:00,0.8785301655168001
2024-09-23 18:00:00+00:00,0.7799999825656414,2024-09-23 12:00:00,0.8976440369664002
2024-09-23 19:00:00+00:00,0.7499999832361937,2024-09-23 12:00:00,0.8976440369664002
2024-09-23 20:00:00+00:00,0.7299999836832285,2024-09-23 12:00:00,0.9040153274496
2024-09-23 21:00:00+00:00,0.7099999841302633,2024-09-23 12:00:00,0.9103866179328002
2024-09-23 22:00:00+00:00,0.6999999843537807,2024-09-23 12:00:00,0.9167579084160002
2024-09-23 23:00:00+00:00,0.6899999845772982,2024-09-23 12:00:00,0.8976440369664002
2024-09-24 00:00:00+00:00,0.6799999848008156,2024-09-23 12:00:00,0.9103866179328002
2024-09-24 01:00:00+00:00,0.6799999848008156,2024-09-23 12:00:00,0.8976440369664002
2024-09-24 02:00:00+00:00,0.6799999848008156,2024-09-23 12:00:00,0.9103866179328002
2024-09-24 03:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8976440369664002
2024-09-24 04:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8976440369664002
2024-09-24 05:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8785301655168001
2024-09-24 06:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8912727464832002
2024-09-24 07:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 08:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 09:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 10:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 11:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 12:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
2024-09-24 13:00:00+00:00,0.669999985024333,2024-09-23 12:00:00,0.8721588750336001
